POA_CODE_2021,PHN_NAME_2017
3509,Murray
3512,Murray
3515,Murray
3516,Murray
3517,Murray
3518,Murray
3520,Murray
3521,Murray
3522,Murray
3523,Murray
3525,Murray
3527,Murray
3529,Murray
3530,Murray
3531,Murray
3533,Murray
3537,Murray
3540,Murray
3542,Murray
3544,Murray
3546,Murray
3549,Murray
3550,Murray
3551,Murray
3551,Western Victoria
3555,Murray
3556,Murray
3557,Murray
3558,Murray
3559,Murray
3561,Murray
3562,Murray
3563,Murray
3564,Murray
3565,Murray
3566,Murray
3567,Murray
3568,Murray
3570,Murray
3571,Murray
3572,Murray
3573,Murray
3575,Murray
3576,Murray
3579,Murray
3580,Murray
3581,Murray
3583,Murray
3584,Murray
3585,Murray
3586,Murray
3588,Murray
3589,Murray
3590,Murray
3591,Murray
3594,Murray
3595,Murray
3596,Murray
3597,Murray
3599,Murray
3607,Murray
3608,Murray
3610,Murray
3612,Murray
3614,Murray
3616,Murray
3617,Murray
3618,Murray
3620,Murray
3621,Murray
3622,Murray
3623,Murray
3624,Murray
3629,Murray
3630,Murray
3631,Murray
3633,Murray
3634,Murray
3635,Murray
3636,Murray
3637,Murray
3638,Murray
3639,Murray
3640,Murray
3641,Murray
3644,Murrumbidgee
3644,Murray
3646,Murray
3647,Murray
3649,Murray
3658,Eastern Melbourne
3658,Murray
3659,Murray
3660,Murray
3662,Murray
3663,Murray
3664,Murray
3665,Murray
3666,Murray
3669,Murray
3670,Murray
3672,Murray
3673,Murray
3675,Murray
3677,Murray
3678,Murray
3682,Murray
3683,Murray
3685,Murray
3687,Murray
3688,Murray
3690,Murray
3691,Murray
3695,Murray
3697,Murray
3698,Murray
3699,Gippsland
3699,Murray
3700,Murray
3701,Gippsland
3701,Murray
3704,Murray
3705,Murray
3707,Murrumbidgee
3707,Gippsland
3707,Murray
3708,Murray
3709,Murray
3711,Murray
3712,Murray
3713,Murray
3714,Murray
3715,Murray
3717,Murray
3718,Murray
3719,Murray
3720,Murray
3722,Murray
3723,Gippsland
3723,Murray
3725,Murray
3726,Murray
3727,Murray
3728,Murray
3730,Murray
3732,Murray
3733,Murray
3735,Murray
3737,Murray
3738,Murray
3739,Murray
3740,Murray
3741,Murray
3744,Murray
3746,Murray
3747,Murray
3749,Murray
3750,Eastern Melbourne
3751,Eastern Melbourne
3752,Eastern Melbourne
3753,Eastern Melbourne
3754,Eastern Melbourne
3755,Eastern Melbourne
3756,North Western Melbourne
3756,Eastern Melbourne
3757,Eastern Melbourne
3758,Eastern Melbourne
3759,Eastern Melbourne
3760,Eastern Melbourne
3761,Eastern Melbourne
3762,North Western Melbourne
3762,Eastern Melbourne
3763,Eastern Melbourne
3764,Murray
3765,Eastern Melbourne
3766,Eastern Melbourne
3767,Eastern Melbourne
3770,Eastern Melbourne
3775,Eastern Melbourne
3777,Eastern Melbourne
3778,Eastern Melbourne
3778,Murray
3779,Murray
3781,South Eastern Melbourne
3782,Eastern Melbourne
3782,South Eastern Melbourne
3783,South Eastern Melbourne
3785,Eastern Melbourne
3786,Eastern Melbourne
3787,Eastern Melbourne
3788,Eastern Melbourne
3789,Eastern Melbourne
3791,Eastern Melbourne
3792,Eastern Melbourne
3793,Eastern Melbourne
3795,Eastern Melbourne
3796,Eastern Melbourne
3797,Eastern Melbourne
3799,Eastern Melbourne
3799,Murray
3802,South Eastern Melbourne
3803,South Eastern Melbourne
3804,Eastern Melbourne
3804,South Eastern Melbourne
3805,South Eastern Melbourne
3806,South Eastern Melbourne
3807,South Eastern Melbourne
3808,South Eastern Melbourne
3809,South Eastern Melbourne
3810,South Eastern Melbourne
3812,South Eastern Melbourne
3813,South Eastern Melbourne
3814,South Eastern Melbourne
3815,South Eastern Melbourne
3816,South Eastern Melbourne
3816,Gippsland
3818,Gippsland
3820,Gippsland
3821,Gippsland
3822,Gippsland
3823,Gippsland
3824,Gippsland
3825,Gippsland
3831,Gippsland
3832,Gippsland
3833,Gippsland
3833,Murray
3835,Gippsland
3840,Gippsland
3842,Gippsland
3844,Gippsland
3847,Gippsland
3850,Gippsland
3851,Gippsland
3852,Gippsland
3854,Gippsland
3856,Gippsland
3857,Gippsland
3858,Gippsland
3858,Murray
3859,Gippsland
3860,Gippsland
3862,Gippsland
3862,Murray
3864,Gippsland
3865,Gippsland
3869,Gippsland
3870,Gippsland
3871,Gippsland
3873,Gippsland
3874,Gippsland
3875,Gippsland
3878,Gippsland
3880,Gippsland
3882,Gippsland
3885,Gippsland
3886,Gippsland
3887,Gippsland
3888,Gippsland
3889,Gippsland
3890,Gippsland
3891,Gippsland
3892,Gippsland
3893,Gippsland
3895,Gippsland
3896,Gippsland
3898,Gippsland
3898,Murray
3900,Gippsland
3902,Gippsland
3903,Gippsland
3904,Gippsland
3909,Gippsland
3910,South Eastern Melbourne
3911,South Eastern Melbourne
3912,South Eastern Melbourne
3913,South Eastern Melbourne
3915,South Eastern Melbourne
3916,South Eastern Melbourne
3918,South Eastern Melbourne
3919,South Eastern Melbourne
3920,South Eastern Melbourne
3921,Gippsland
3922,Gippsland
3923,Gippsland
3925,Gippsland
3926,South Eastern Melbourne
3927,South Eastern Melbourne
3928,South Eastern Melbourne
3929,South Eastern Melbourne
3930,South Eastern Melbourne
3931,South Eastern Melbourne
3933,South Eastern Melbourne
3934,South Eastern Melbourne
3936,South Eastern Melbourne
3937,South Eastern Melbourne
3938,South Eastern Melbourne
3939,South Eastern Melbourne
3940,South Eastern Melbourne
3941,South Eastern Melbourne
3942,South Eastern Melbourne
3943,South Eastern Melbourne
3944,South Eastern Melbourne
3945,Gippsland
3946,Gippsland
3950,Gippsland
3951,Gippsland
3953,Gippsland
3954,Gippsland
3956,Gippsland
3957,Gippsland
3958,Gippsland
3959,Gippsland
3960,Gippsland
3962,Gippsland
3964,Gippsland
3965,Gippsland
3966,Gippsland
3967,Gippsland
3971,Gippsland
3975,South Eastern Melbourne
3976,South Eastern Melbourne
3977,South Eastern Melbourne
3978,South Eastern Melbourne
3979,Gippsland
3980,South Eastern Melbourne
3981,South Eastern Melbourne
3981,Gippsland
3984,South Eastern Melbourne
3984,Gippsland
3987,South Eastern Melbourne
3987,Gippsland
3988,Gippsland
3990,Gippsland
3991,Gippsland
3992,Gippsland
3995,Gippsland
3996,Gippsland
4000,Brisbane North
4005,Brisbane North
4006,Brisbane North
4007,Brisbane North
4008,Brisbane North
4009,Brisbane North
4010,Brisbane North
4011,Brisbane North
4012,Brisbane North
4013,Brisbane North
4014,Brisbane North
4017,Brisbane North
4018,Brisbane North
4019,Brisbane North
4020,Brisbane North
4021,Brisbane North
4022,Brisbane North
4025,Brisbane South
4030,Brisbane North
4031,Brisbane North
4032,Brisbane North
4034,Brisbane North
4035,Brisbane North
4036,Brisbane North
4037,Brisbane North
4051,Brisbane North
4053,Brisbane North
4054,Brisbane North
4055,Brisbane North
4059,Brisbane North
4060,Brisbane North
4061,Brisbane North
4064,Brisbane North
4065,Brisbane North
4066,Brisbane North
4067,Brisbane North
4068,Brisbane North
4068,Brisbane South
4069,Brisbane North
4070,Brisbane North
4073,Brisbane South
4074,Brisbane South
4075,Brisbane South
4076,Brisbane South
4077,Brisbane South
4078,Brisbane South
4101,Brisbane South
4102,Brisbane South
4103,Brisbane South
4104,Brisbane South
4105,Brisbane South
4106,Brisbane South
4107,Brisbane South
4108,Brisbane South
4109,Brisbane South
4110,Brisbane South
4111,Brisbane South
4112,Brisbane South
4113,Brisbane South
4114,Brisbane South
4115,Brisbane South
4116,Brisbane South
4117,Brisbane South
4118,Brisbane South
4119,Brisbane South
4120,Brisbane South
4121,Brisbane South
4122,Brisbane South
4123,Brisbane South
4124,Brisbane South
4125,Brisbane South
4127,Brisbane South
4128,Brisbane South
4129,Brisbane South
4130,Brisbane South
4131,Brisbane South
4132,Brisbane South
4133,Brisbane South
4151,Brisbane South
4152,Brisbane South
4153,Brisbane South
4154,Brisbane South
4155,Brisbane South
4156,Brisbane South
4157,Brisbane South
4158,Brisbane South
4159,Brisbane South
4160,Brisbane South
4161,Brisbane South
4163,Brisbane South
4164,Brisbane South
4165,Brisbane South
4169,Brisbane South
4170,Brisbane South
4171,Brisbane South
4172,Brisbane South
4173,Brisbane South
4174,Brisbane South
4178,Brisbane South
4179,Brisbane South
4183,Brisbane South
4184,Brisbane South
4205,Brisbane South
4207,Brisbane South
4207,Gold Coast
4208,Gold Coast
4209,Gold Coast
4210,Gold Coast
4211,Gold Coast
4212,Gold Coast
4213,Gold Coast
4214,Gold Coast
4215,Gold Coast
4216,Gold Coast
4217,Gold Coast
4218,Gold Coast
4220,Gold Coast
4221,Gold Coast
4223,Gold Coast
4224,Gold Coast
4225,Gold Coast
4226,Gold Coast
4227,Gold Coast
4228,Gold Coast
4270,Brisbane South
4270,Gold Coast
4272,Gold Coast
4275,Brisbane South
4275,Gold Coast
4280,Brisbane South
4285,Brisbane South
4285,Gold Coast
4287,Brisbane South
4300,Darling Downs and West Moreton
4301,Darling Downs and West Moreton
4303,Darling Downs and West Moreton
4304,Darling Downs and West Moreton
4305,Darling Downs and West Moreton
4306,Darling Downs and West Moreton
4307,Darling Downs and West Moreton
4309,Darling Downs and West Moreton
4310,Darling Downs and West Moreton
4311,Darling Downs and West Moreton
4312,Darling Downs and West Moreton
4313,Darling Downs and West Moreton
4314,Darling Downs and West Moreton
4340,Darling Downs and West Moreton
4341,Darling Downs and West Moreton
4342,Darling Downs and West Moreton
4343,Darling Downs and West Moreton
4344,Darling Downs and West Moreton
4346,Darling Downs and West Moreton
4347,Darling Downs and West Moreton
4350,Darling Downs and West Moreton
4352,Darling Downs and West Moreton
4353,Darling Downs and West Moreton
4354,Darling Downs and West Moreton
4355,Darling Downs and West Moreton
4356,Darling Downs and West Moreton
4357,Darling Downs and West Moreton
4358,Darling Downs and West Moreton
4359,Darling Downs and West Moreton
4360,Darling Downs and West Moreton
4361,Darling Downs and West Moreton
4362,Darling Downs and West Moreton
4363,Darling Downs and West Moreton
4364,Darling Downs and West Moreton
4365,Darling Downs and West Moreton
4370,Darling Downs and West Moreton
4371,Darling Downs and West Moreton
4372,Darling Downs and West Moreton
4373,Darling Downs and West Moreton
4374,Darling Downs and West Moreton
4375,Hunter New England and Central Coast
4375,Darling Downs and West Moreton
4376,Darling Downs and West Moreton
4377,Hunter New England and Central Coast
4377,Darling Downs and West Moreton
4378,Darling Downs and West Moreton
4380,Hunter New England and Central Coast
4380,Darling Downs and West Moreton
4381,Darling Downs and West Moreton
4382,Darling Downs and West Moreton
4383,Hunter New England and Central Coast
4383,Darling Downs and West Moreton
4384,Darling Downs and West Moreton
4385,Hunter New England and Central Coast
4385,Darling Downs and West Moreton
4387,Darling Downs and West Moreton
4388,Darling Downs and West Moreton
4390,Darling Downs and West Moreton
4400,Darling Downs and West Moreton
4401,Darling Downs and West Moreton
4402,Darling Downs and West Moreton
4403,Darling Downs and West Moreton
4404,Darling Downs and West Moreton
4405,Darling Downs and West Moreton
4406,Darling Downs and West Moreton
4407,Darling Downs and West Moreton
4408,Darling Downs and West Moreton
4410,Darling Downs and West Moreton
4411,Darling Downs and West Moreton
4412,Darling Downs and West Moreton
4413,Darling Downs and West Moreton
4415,Darling Downs and West Moreton
4416,Darling Downs and West Moreton
4417,Western Queensland
4418,Darling Downs and West Moreton
4419,Darling Downs and West Moreton
4420,Darling Downs and West Moreton
4420,"Central Queensland, Wide Bay, Sunshine Coast"
4421,Darling Downs and West Moreton
4422,Darling Downs and West Moreton
4423,Darling Downs and West Moreton
4423,Western Queensland
4424,Darling Downs and West Moreton
4425,Darling Downs and West Moreton
4426,Darling Downs and West Moreton
4426,Western Queensland
4427,Darling Downs and West Moreton
4427,Western Queensland
4428,Darling Downs and West Moreton
4428,Western Queensland
4454,Western Queensland
4454,"Central Queensland, Wide Bay, Sunshine Coast"
4455,Western Queensland
4461,Western Queensland
4462,Western Queensland
4465,Western Queensland
4467,Western Queensland
4468,Western Queensland
4470,Western Queensland
4472,Western Queensland
4474,Western Queensland
4477,Western Queensland
4478,Western Queensland
4479,Western Queensland
4480,Western Queensland
4481,Western Queensland
4482,Western Queensland
4486,Western Queensland
4487,Western Queensland
4488,Western Queensland
4489,Western Queensland
4490,Western Queensland
4491,Western Queensland
4492,Western Queensland
4493,Western Queensland
4494,Darling Downs and West Moreton
4496,Darling Downs and West Moreton
4497,Darling Downs and West Moreton
4497,Western Queensland
4498,Darling Downs and West Moreton
4500,Brisbane North
4501,Brisbane North
4502,Brisbane North
4503,Brisbane North
4504,Brisbane North
4505,Brisbane North
4506,Brisbane North
4507,Brisbane North
4508,Brisbane North
4509,Brisbane North
4510,Brisbane North
4511,Brisbane North
4512,Brisbane North
4514,Brisbane North
4515,Brisbane North
4515,Darling Downs and West Moreton
4516,Brisbane North
4517,"Central Queensland, Wide Bay, Sunshine Coast"
4518,"Central Queensland, Wide Bay, Sunshine Coast"
4519,"Central Queensland, Wide Bay, Sunshine Coast"
4520,Brisbane North
4521,Brisbane North
4550,"Central Queensland, Wide Bay, Sunshine Coast"
4551,"Central Queensland, Wide Bay, Sunshine Coast"
4552,Brisbane North
4552,"Central Queensland, Wide Bay, Sunshine Coast"
4553,"Central Queensland, Wide Bay, Sunshine Coast"
4554,"Central Queensland, Wide Bay, Sunshine Coast"
4555,"Central Queensland, Wide Bay, Sunshine Coast"
4556,"Central Queensland, Wide Bay, Sunshine Coast"
4557,"Central Queensland, Wide Bay, Sunshine Coast"
4558,"Central Queensland, Wide Bay, Sunshine Coast"
4559,"Central Queensland, Wide Bay, Sunshine Coast"
4560,"Central Queensland, Wide Bay, Sunshine Coast"
4561,"Central Queensland, Wide Bay, Sunshine Coast"
4562,"Central Queensland, Wide Bay, Sunshine Coast"
4563,"Central Queensland, Wide Bay, Sunshine Coast"
4564,"Central Queensland, Wide Bay, Sunshine Coast"
4565,"Central Queensland, Wide Bay, Sunshine Coast"
4566,"Central Queensland, Wide Bay, Sunshine Coast"
4567,"Central Queensland, Wide Bay, Sunshine Coast"
4568,"Central Queensland, Wide Bay, Sunshine Coast"
4569,"Central Queensland, Wide Bay, Sunshine Coast"
4570,"Central Queensland, Wide Bay, Sunshine Coast"
4571,"Central Queensland, Wide Bay, Sunshine Coast"
4572,"Central Queensland, Wide Bay, Sunshine Coast"
4573,"Central Queensland, Wide Bay, Sunshine Coast"
4574,"Central Queensland, Wide Bay, Sunshine Coast"
4575,"Central Queensland, Wide Bay, Sunshine Coast"
4580,
4580,"Central Queensland, Wide Bay, Sunshine Coast"
4581,
4581,"Central Queensland, Wide Bay, Sunshine Coast"
4600,"Central Queensland, Wide Bay, Sunshine Coast"
4601,"Central Queensland, Wide Bay, Sunshine Coast"
4605,Darling Downs and West Moreton
4605,"Central Queensland, Wide Bay, Sunshine Coast"
4606,Darling Downs and West Moreton
4608,Darling Downs and West Moreton
4610,Darling Downs and West Moreton
4611,Darling Downs and West Moreton
4612,Darling Downs and West Moreton
4613,Darling Downs and West Moreton
4614,Darling Downs and West Moreton
4615,Darling Downs and West Moreton
4615,"Central Queensland, Wide Bay, Sunshine Coast"
4620,"Central Queensland, Wide Bay, Sunshine Coast"
4621,"Central Queensland, Wide Bay, Sunshine Coast"
4625,"Central Queensland, Wide Bay, Sunshine Coast"
4626,"Central Queensland, Wide Bay, Sunshine Coast"
4627,"Central Queensland, Wide Bay, Sunshine Coast"
4630,"Central Queensland, Wide Bay, Sunshine Coast"
4650,"Central Queensland, Wide Bay, Sunshine Coast"
4655,"Central Queensland, Wide Bay, Sunshine Coast"
4659,"Central Queensland, Wide Bay, Sunshine Coast"
4660,"Central Queensland, Wide Bay, Sunshine Coast"
4662,"Central Queensland, Wide Bay, Sunshine Coast"
4670,"Central Queensland, Wide Bay, Sunshine Coast"
4671,"Central Queensland, Wide Bay, Sunshine Coast"
4673,"Central Queensland, Wide Bay, Sunshine Coast"
4674,"Central Queensland, Wide Bay, Sunshine Coast"
4676,"Central Queensland, Wide Bay, Sunshine Coast"
4677,"Central Queensland, Wide Bay, Sunshine Coast"
4678,"Central Queensland, Wide Bay, Sunshine Coast"
4680,"Central Queensland, Wide Bay, Sunshine Coast"
4694,"Central Queensland, Wide Bay, Sunshine Coast"
4695,"Central Queensland, Wide Bay, Sunshine Coast"
4697,"Central Queensland, Wide Bay, Sunshine Coast"
4699,"Central Queensland, Wide Bay, Sunshine Coast"
4700,"Central Queensland, Wide Bay, Sunshine Coast"
4701,"Central Queensland, Wide Bay, Sunshine Coast"
4702,"Central Queensland, Wide Bay, Sunshine Coast"
4703,"Central Queensland, Wide Bay, Sunshine Coast"
4704,"Central Queensland, Wide Bay, Sunshine Coast"
4705,"Central Queensland, Wide Bay, Sunshine Coast"
4705,Northern Queensland
4706,"Central Queensland, Wide Bay, Sunshine Coast"
4707,Northern Queensland
4709,"Central Queensland, Wide Bay, Sunshine Coast"
4710,"Central Queensland, Wide Bay, Sunshine Coast"
4711,"Central Queensland, Wide Bay, Sunshine Coast"
4712,"Central Queensland, Wide Bay, Sunshine Coast"
4713,"Central Queensland, Wide Bay, Sunshine Coast"
4714,"Central Queensland, Wide Bay, Sunshine Coast"
4715,"Central Queensland, Wide Bay, Sunshine Coast"
4716,"Central Queensland, Wide Bay, Sunshine Coast"
4717,"Central Queensland, Wide Bay, Sunshine Coast"
4718,"Central Queensland, Wide Bay, Sunshine Coast"
4719,"Central Queensland, Wide Bay, Sunshine Coast"
4720,"Central Queensland, Wide Bay, Sunshine Coast"
4721,"Central Queensland, Wide Bay, Sunshine Coast"
4721,Northern Queensland
4722,"Central Queensland, Wide Bay, Sunshine Coast"
4723,"Central Queensland, Wide Bay, Sunshine Coast"
4724,Western Queensland
4725,Western Queensland
4726,Western Queensland
4727,Western Queensland
4728,Western Queensland
4730,Western Queensland
4731,Western Queensland
4732,Western Queensland
4733,Western Queensland
4735,Western Queensland
4736,Western Queensland
4737,Northern Queensland
4738,Northern Queensland
4739,Northern Queensland
4740,Northern Queensland
4741,"Central Queensland, Wide Bay, Sunshine Coast"
4741,Northern Queensland
4742,Northern Queensland
4743,Northern Queensland
4744,Northern Queensland
4745,Northern Queensland
4746,Northern Queensland
4750,Northern Queensland
4751,Northern Queensland
4753,Northern Queensland
4754,Northern Queensland
4756,Northern Queensland
4757,Northern Queensland
4798,Northern Queensland
4799,Northern Queensland
4800,Northern Queensland
4802,
4802,Northern Queensland
4804,Northern Queensland
4805,Northern Queensland
4806,Northern Queensland
4807,Northern Queensland
4808,Northern Queensland
4809,Western Queensland
4809,Northern Queensland
4810,Northern Queensland
4811,Northern Queensland
4812,Northern Queensland
4814,Northern Queensland
4815,Northern Queensland
4816,Western Queensland
4816,Northern Queensland
4817,Northern Queensland
4818,Northern Queensland
4819,Northern Queensland
4820,Northern Queensland
4821,Northern Queensland
4822,Northern Queensland
4823,Western Queensland
4824,Western Queensland
4825,Western Queensland
4825,Northern Territory
4828,Western Queensland
4829,Western Queensland
4830,Western Queensland
4849,Northern Queensland
4850,Northern Queensland
4852,Northern Queensland
4854,Northern Queensland
4855,Northern Queensland
4856,Northern Queensland
4858,Northern Queensland
4859,Northern Queensland
4860,Northern Queensland
4861,Northern Queensland
4865,Northern Queensland
4868,Northern Queensland
4869,Northern Queensland
4870,Northern Queensland
4871,Western Queensland
4871,"Central Queensland, Wide Bay, Sunshine Coast"
4871,Northern Queensland
4872,Northern Queensland
4873,Northern Queensland
4874,
4874,Northern Queensland
4875,
4875,Northern Queensland
4876,Northern Queensland
4877,Northern Queensland
4878,Northern Queensland
4879,Northern Queensland
4880,Northern Queensland
4881,Northern Queensland
4882,Northern Queensland
4883,Northern Queensland
4884,Northern Queensland
4885,Northern Queensland
4886,Northern Queensland
4887,Northern Queensland
4888,Northern Queensland
4890,Western Queensland
4891,Western Queensland
4892,Western Queensland
4892,Northern Queensland
4895,Northern Queensland
5000,Adelaide
5006,Adelaide
5007,Adelaide
5008,Adelaide
5009,Adelaide
5010,Adelaide
5011,Adelaide
5012,Adelaide
5013,Adelaide
5014,Adelaide
5015,Adelaide
5016,Adelaide
5017,Adelaide
5018,Adelaide
5019,Adelaide
5020,Adelaide
5021,Adelaide
5022,Adelaide
5023,Adelaide
5024,Adelaide
5025,Adelaide
5031,Adelaide
5032,Adelaide
5033,Adelaide
5034,Adelaide
5035,Adelaide
5037,Adelaide
5038,Adelaide
5039,Adelaide
5040,Adelaide
5041,Adelaide
5042,Adelaide
5043,Adelaide
5044,Adelaide
5045,Adelaide
5046,Adelaide
5047,Adelaide
5048,Adelaide
5049,Adelaide
5050,Adelaide
5051,Adelaide
5052,Adelaide
5052,Country SA
5061,Adelaide
5062,Adelaide
5063,Adelaide
5064,Adelaide
5065,Adelaide
5066,Adelaide
5067,Adelaide
5068,Adelaide
5069,Adelaide
5070,Adelaide
5072,Adelaide
5072,Country SA
5073,Adelaide
5073,Country SA
5074,Adelaide
5075,Adelaide
5076,Adelaide
5076,Country SA
5081,Adelaide
5082,Adelaide
5083,Adelaide
5084,Adelaide
5085,Adelaide
5086,Adelaide
5087,Adelaide
5088,Adelaide
5089,Adelaide
5090,Adelaide
5091,Adelaide
5092,Adelaide
5093,Adelaide
5094,Adelaide
5095,Adelaide
5096,Adelaide
5097,Adelaide
5098,Adelaide
5106,Adelaide
5107,Adelaide
5108,Adelaide
5109,Adelaide
5110,Adelaide
5111,Adelaide
5112,Adelaide
5113,Adelaide
5114,Adelaide
5114,Country SA
5115,Adelaide
5115,Country SA
5116,Adelaide
5116,Country SA
5117,Adelaide
5118,Adelaide
5118,Country SA
5120,Adelaide
5121,Adelaide
5125,Adelaide
5126,Adelaide
5127,Adelaide
5131,Adelaide
5131,Country SA
5132,Adelaide
5132,Country SA
5133,Country SA
5134,Country SA
5136,Country SA
5137,Country SA
5138,Country SA
5139,Country SA
5140,Country SA
5141,Country SA
5142,Country SA
5144,Country SA
5150,Adelaide
5151,Country SA
5152,Adelaide
5152,Country SA
5153,Adelaide
5153,Country SA
5154,Country SA
5155,Country SA
5156,Adelaide
5156,Country SA
5157,Adelaide
5157,Country SA
5158,Adelaide
5159,Adelaide
5160,Adelaide
5161,Adelaide
5162,Adelaide
5163,Adelaide
5164,Adelaide
5165,Adelaide
5166,Adelaide
5167,Adelaide
5168,Adelaide
5169,Adelaide
5170,Adelaide
5171,Adelaide
5172,Adelaide
5172,Country SA
5173,Adelaide
5174,Adelaide
5174,Country SA
5201,Adelaide
5201,Country SA
5202,Country SA
5203,Country SA
5204,Country SA
5210,Country SA
5211,Country SA
5212,Country SA
5213,Country SA
5214,Country SA
5220,Country SA
5221,Country SA
5222,Country SA
5223,
5223,Country SA
5231,Country SA
5232,Country SA
5233,Country SA
5234,Country SA
5235,Country SA
5236,Country SA
5237,Country SA
5238,Country SA
5240,Country SA
5241,Country SA
5242,Country SA
5243,Country SA
5244,Country SA
5245,Country SA
5250,Country SA
5251,Country SA
5252,Country SA
5253,Country SA
5254,Country SA
5255,Country SA
5256,Country SA
5259,Country SA
5260,Country SA
5261,Country SA
5262,Country SA
5263,Country SA
5264,Country SA
5265,Country SA
5266,Country SA
5267,Country SA
5268,Country SA
5269,Country SA
5270,Country SA
5271,Country SA
5272,Country SA
5273,Country SA
5275,Country SA
5276,Country SA
5277,Country SA
5278,Country SA
5279,Country SA
5280,Country SA
5290,Country SA
5291,Country SA
5301,Country SA
5302,Country SA
5303,Country SA
5304,Country SA
5306,Country SA
5307,Country SA
5308,Country SA
5309,Country SA
5310,Country SA
5311,Country SA
5320,Country SA
5321,Country SA
5322,Country SA
5330,Country SA
5331,Country SA
5332,Country SA
5333,Country SA
5340,Country SA
5341,Country SA
5342,Country SA
5343,Country SA
5344,Country SA
5345,Country SA
5346,Country SA
5350,Country SA
5351,Country SA
5352,Country SA
5353,Country SA
5354,Country SA
5355,Country SA
5356,Country SA
5357,Country SA
5360,Country SA
5371,Country SA
5372,Country SA
5373,Country SA
5374,Country SA
5381,Country SA
5400,Country SA
5401,Country SA
5410,Country SA
5411,Country SA
5412,Country SA
5413,Country SA
5414,Country SA
5415,Country SA
5416,Country SA
5417,Country SA
5418,Country SA
5419,Country SA
5420,Country SA
5421,Country SA
5422,Country SA
5431,Country SA
5432,Country SA
5433,Country SA
5434,Country SA
5440,Country SA
5451,Country SA
5452,Country SA
5453,Country SA
5454,Country SA
5455,Country SA
5460,Country SA
5461,Country SA
5462,Country SA
5464,Country SA
5470,Country SA
5471,Country SA
5472,Country SA
5473,Country SA
5480,Country SA
5481,Country SA
5482,Country SA
5483,Country SA
5485,Country SA
5490,Country SA
5491,Country SA
5493,Country SA
5495,Country SA
5501,Country SA
5502,Country SA
5510,Country SA
5520,Country SA
5521,Country SA
5522,Country SA
5523,Country SA
5540,Country SA
5550,Country SA
5552,Country SA
5554,Country SA
5555,Country SA
5556,Country SA
5558,Country SA
5560,Country SA
5570,Country SA
5571,Country SA
5572,Country SA
5573,Country SA
5575,Country SA
5576,Country SA
5577,Country SA
5580,Country SA
5581,Country SA
5582,Country SA
5583,Country SA
5600,Country SA
5601,Country SA
5602,Country SA
5603,Country SA
5604,Country SA
5605,Country SA
5606,Country SA
5607,Country SA
5608,Country SA
5609,Country SA
5611,Country SA
5630,Country SA
5631,Country SA
5632,Country SA
5633,Country SA
5640,Country SA
5641,Country SA
5642,Country SA
5650,Country SA
5651,Country SA
5652,Country SA
5653,Country SA
5654,Country SA
5655,Country SA
5660,Country SA
5661,Country SA
5670,Country SA
5671,Country SA
5680,Country SA
5690,Country SA
5700,Country SA
5701,Country SA
5710,Country SA
5713,Country SA
5715,Country SA
5717,Country SA
5719,Country SA
5720,Country SA
5722,Country SA
5723,Country SA
5724,Country SA
5725,Country SA
5730,Country SA
5731,Country SA
5732,Country SA
5733,Country SA
5734,Country SA
5950,Adelaide
6000,
6000,Perth North
6003,Perth North
6004,Perth North
6005,Perth North
6006,Perth North
6007,Perth North
6008,Perth North
6009,Perth North
6010,Perth North
6011,Perth North
6012,Perth North
6014,Perth North
6015,Perth North
6016,Perth North
6017,Perth North
6018,Perth North
6019,Perth North
6020,Perth North
6021,Perth North
6022,Perth North
6023,Perth North
6024,Perth North
6025,Perth North
6026,Perth North
6027,Perth North
6028,Perth North
6029,Perth North
6030,Perth North
6031,Perth North
6032,Perth North
6033,Perth North
6034,Perth North
6035,Perth North
6036,Perth North
6037,Perth North
6038,Perth North
6041,Country WA
6042,Country WA
6043,Country WA
6044,Country WA
6050,Perth North
6051,Perth North
6052,Perth North
6053,Perth North
6054,Perth North
6055,Perth North
6055,Perth South
6056,Perth North
6057,Perth North
6058,Perth North
6059,Perth North
6060,Perth North
6061,Perth North
6062,Perth North
6063,Perth North
6064,Perth North
6065,Perth North
6066,Perth North
6067,Perth North
6068,Perth North
6069,Perth North
6070,Perth North
6071,Perth North
6072,Perth North
6073,Perth North
6074,Perth North
6076,Perth North
6077,Perth North
6078,Perth North
6079,Perth North
6081,Perth North
6082,Perth North
6083,Perth North
6083,Country WA
6084,Perth North
6084,Country WA
6090,Perth North
6100,Perth South
6101,Perth South
6102,Perth South
6103,Perth South
6104,Perth South
6105,Perth North
6105,Perth South
6106,Perth South
6107,Perth North
6107,Perth South
6108,Perth South
6109,Perth South
6110,Perth South
6111,Perth North
6111,Perth South
6112,Perth South
6121,Perth South
6122,Perth South
6123,Perth South
6124,Perth South
6125,Perth South
6126,Perth South
6147,Perth South
6148,Perth South
6149,Perth South
6150,Perth South
6151,Perth South
6152,Perth South
6153,Perth South
6154,Perth South
6155,Perth South
6156,Perth South
6157,Perth South
6158,Perth South
6159,Perth South
6160,Perth South
6161,Perth South
6162,Perth South
6163,Perth South
6164,Perth South
6165,Perth South
6166,Perth South
6167,Perth South
6168,Perth South
6169,Perth South
6170,Perth South
6171,Perth South
6172,Perth South
6173,Perth South
6174,Perth South
