"","postcode","RA_NAME_2021","GCCSA_NAME_2021","STATE_NAME_2021","SA2_NAME_2021","SA3_NAME_2021","SA4_NAME_2021","sort"
"705","3040","Major Cities of Australia","Greater Melbourne","Victoria","Essendon (West) - Aberfeldie","Essendon","Melbourne - Inner",1
"706","3041","Major Cities of Australia","Greater Melbourne","Victoria","Essendon (West) - Aberfeldie","Essendon","Melbourne - Inner",1
"707","3042","Major Cities of Australia","Greater Melbourne","Victoria","Keilor","Keilor","Melbourne - North West",1
"708","3043","Major Cities of Australia","Greater Melbourne","Victoria","Gowanbrae","Moreland - North","Melbourne - North West",1
"709","3044","Major Cities of Australia","Greater Melbourne","Victoria","Pascoe Vale","Moreland - North","Melbourne - North West",1
"710","3045","Major Cities of Australia","Greater Melbourne","Victoria","Melbourne Airport","Tullamarine - Broadmeadows","Melbourne - North West",1
"711","3046","Major Cities of Australia","Greater Melbourne","Victoria","Glenroy - West","Moreland - North","Melbourne - North West",1
"712","3047","Major Cities of Australia","Greater Melbourne","Victoria","Broadmeadows","Tullamarine - Broadmeadows","Melbourne - North West",1
"713","3048","Major Cities of Australia","Greater Melbourne","Victoria","Meadow Heights","Tullamarine - Broadmeadows","Melbourne - North West",1
"714","3049","Major Cities of Australia","Greater Melbourne","Victoria","Gladstone Park - Westmeadows","Tullamarine - Broadmeadows","Melbourne - North West",1
"715","3051","Major Cities of Australia","Greater Melbourne","Victoria","North Melbourne","Melbourne City","Melbourne - Inner",1
"716","3052","Major Cities of Australia","Greater Melbourne","Victoria","Parkville","Melbourne City","Melbourne - Inner",1
"717","3053","Major Cities of Australia","Greater Melbourne","Victoria","Carlton","Melbourne City","Melbourne - Inner",1
"718","3054","Major Cities of Australia","Greater Melbourne","Victoria","Carlton North - Princes Hill","Yarra","Melbourne - Inner",1
"719","3055","Major Cities of Australia","Greater Melbourne","Victoria","Brunswick West","Brunswick - Coburg","Melbourne - Inner",1
"720","3056","Major Cities of Australia","Greater Melbourne","Victoria","Brunswick - South","Brunswick - Coburg","Melbourne - Inner",1
"721","3057","Major Cities of Australia","Greater Melbourne","Victoria","Brunswick East","Brunswick - Coburg","Melbourne - Inner",1
